,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD
2816,2817,2015-04-07,PressPlay,Travel Entertainment,,NCR,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000.0
2817,2818,2015-04-07,LogiNext,Logistics Tech,,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,
2818,2819,2015-04-08,FirstCry.com,eCommerce,,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000000.0
2819,2820,2015-04-08,MobiKwik,Digital / Mobile Wallet,,NCR,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0
2820,2821,2015-04-08,Ola,Cab Aggregator,,Bengaluru,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0
2821,2822,2015-04-09,Gadgetwood,Device Repair Svcs,,NCR,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200000.0
2822,2823,2015-04-09,Bonhomia,Premium Beverages,,NCR,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0
2823,2824,2015-04-09,Changer Mints,Digital / Mobile Wallet,,Kolkata,Hyderabad based investor,Seed Funding,165000.0
2824,2825,2015-04-09,Urban Ladder,Online Furnishing\\neCommerce,,Bengaluru,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0
2825,2826,2015-04-09,Purple Squirrel,Ed-Tech,,Mumbai,"Matrix Partners India, India Quotient",Private Equity,
2826,2827,2015-04-10,Whatfix,Interactive\\xc2\\xa0 How-To Guides,,Bengaluru,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0
